,order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied
1419,O207719,C00135,P0013,5,43.54,2025-06-07,Cancelled,Bank Transfer,North,0
1420,O882319,C00485,P0027,1,33.64,2025-06-07,Delivered,Bank Transfer,South,0
1421,O427455,C00382,P0023,5,36.44,2025-06-07,Delayed,Bank Transfer,West,0.15
1422,O952621,C00115,P0010,4,19.08,2025-06-07,Delayed,PayPal,West,0.1
1423,O723619,C00200,P0009,3,46.53,2025-06-07,Cancelled,Bank Transfer,East,0.05
1424,O802245,C00310,P0004,1,47.75,2025-06-07,Delayed,Credit Card,Central,0
1425,O331707,C00276,P0025,4,18.47,2025-06-07,Delayed,Bank Transfer,Central,0.1
1426,O621543,C00023,P0023,4,37.09,2025-06-07,Delivered,Credit Card,West,0
1427,O583570,C00366,P0029,2,21.75,2025-06-07,Delivered,PayPal,East,0.2
1428,O309887,C00394,P0011,4,33.23,2025-06-07,Delivered,Bank Transfer,East,0.1
1429,O826965,C00462,P0024,4,10.9,2025-06-07,Delivered,PayPal,South,0.2
1430,O949892,C00159,P0021,1,25.88,2025-06-07,Delayed,PayPal,West,0.1
1431,O831063,C00446,P0009,1,12.92,2025-06-07,Delivered,Credit Card,West,0.05
1432,O954618,C00449,P0022,1,42.33,2025-06-07,Delivered,PayPal,North,0.15
1433,O629611,C00129,P0026,4,28.55,2025-06-07,Cancelled,Credit Card,West,0.15
1434,O562766,C00351,P0014,2,36.74,2025-06-07,Delivered,Credit Card,Central,0.15
1435,O958018,C00247,P0029,2,30.44,2025-06-07,Cancelled,Bank Transfer,East,0.2
1436,O729794,C00001,P0009,2,18.44,2025-06-07,Delayed,Credit Card,East,0
1437,O928431,C00039,P0014,5,12.59,2025-06-07,Delayed,Credit Card,East,0
1438,O266540,C00022,P0023,1,31.16,2025-06-07,Delayed,Credit Card,West,0
1439,O288516,C00325,P0011,1,18.18,2025-06-07,Cancelled,Bank Transfer,East,0.2
1440,O447137,C00416,P0011,2,33.83,2025-06-07,Delayed,Credit Card,Central,0.05
1441,O432437,C00087,P0011,2,29.2,2025-06-07,Delayed,PayPal,Central,0
1442,O344632,C00125,P0030,3,43.13,2025-06-07,Delivered,Bank Transfer,Central,0.05
1443,O380237,C00313,P0016,3,8.58,2025-06-07,Cancelled,PayPal,South,0.2
1444,O202634,C00197,P0025,1,34.16,2025-06-07,Delayed,PayPal,West,0.15
1445,O801075,C00136,P0018,5,19.21,2025-06-07,Delayed,Bank Transfer,West,0.05
1446,O741986,C00126,P0025,2,9.12,2025-06-07,Delayed,PayPal,East,0
1447,O270971,C00259,P0015,3,11.29,2025-06-07,Cancelled,Credit Card,North,0.15
1448,O619110,C00498,P0019,4,40.8,2025-06-07,Delayed,PayPal,Central,0.2
1449,O479226,C00080,P0028,4,33.94,2025-06-07,Cancelled,PayPal,West,0.05
1450,O960585,C00337,P0005,4,9.49,2025-06-07,Delayed,Credit Card,North,0.05
1451,O966240,C00108,P0009,5,11.38,2025-06-07,Delivered,Bank Transfer,East,0
1452,O420577,C00176,P0011,2,25.53,2025-06-07,Delivered,Credit Card,West,0
1453,O970620,C00457,P0021,2,48.17,2025-06-07,Delayed,Credit Card,North,0.05
1454,O525820,C00174,P0021,4,43.05,2025-06-07,Delivered,Bank Transfer,East,0.15
1455,O449109,C00299,P0004,3,25.71,2025-06-07,Delayed,Credit Card,South,0
1456,O701780,C00226,P0023,1,37.45,2025-06-07,Delivered,Credit Card,North,0.15
1457,O310707,C00414,P0026,3,29.61,2025-06-07,Delivered,Credit Card,North,0.2
1458,O715373,C00170,P0022,1,22.29,2025-06-07,Delivered,PayPal,East,0.15
1459,O644385,C00054,P0007,2,44.34,2025-06-07,Delivered,Credit Card,South,0.2
1460,O400149,C00212,P0028,1,14.57,2025-06-07,Delivered,Bank Transfer,North,0
1461,O515400,C00389,P0027,2,22.04,2025-06-07,Delayed,PayPal,North,0.05
1462,O888039,C00208,P0001,5,48.76,2025-06-07,Cancelled,Bank Transfer,South,0
1463,O535008,C00485,P0024,3,23.16,2025-06-07,Cancelled,Credit Card,South,0
1464,O289193,C00396,P0003,1,48.37,2025-06-07,Cancelled,Credit Card,East,0.15
1465,O498100,C00237,P0011,3,42.91,2025-06-07,Delivered,Credit Card,East,0
1466,O547066,C00048,P0016,2,21.72,2025-06-07,Delivered,PayPal,North,0
1467,O450494,C00495,P0011,2,10.73,2025-06-07,Delivered,Credit Card,North,0.1
1468,O673721,C00335,P0005,4,49.16,2025-06-07,Delayed,Bank Transfer,Central,0.2
1469,O961839,C00226,P0029,4,39.67,2025-06-07,Delayed,Bank Transfer,West,0
1470,O415417,C00479,P0027,1,23.05,2025-06-07,Delivered,Bank Transfer,West,0
1471,O258903,C00396,P0007,1,43.52,2025-06-07,Delayed,Credit Card,South,0.05
1472,O373866,C00294,P0022,5,32.69,2025-06-07,Delayed,Credit Card,Central,0.1
1473,O289752,C00141,P0018,5,25.3,2025-06-07,Delivered,Credit Card,East,0.2
1474,O474684,C00403,P0030,1,43.1,2025-06-07,Delivered,Bank Transfer,East,0.15
1475,O813647,C00054,P0010,1,37.75,2025-06-07,Delivered,Credit Card,North,0.05
1476,O834388,C00294,P0001,1,19.3,2025-06-07,Delivered,Credit Card,Central,0
1477,O828060,C00462,P0018,5,27.53,2025-06-07,Delivered,PayPal,Central,0.1
1478,O611624,C00358,P0004,4,46.76,2025-06-07,Delivered,Credit Card,South,0
1480,O653462,C00152,P0007,1,25.2,2025-06-07,Delivered,Credit Card,South,0.15
1481,O406414,C00021,P0009,3,27.14,2025-06-07,Delayed,Credit Card,West,0
1482,O523938,C00321,P0005,2,28.45,2025-06-07,Delivered,Credit Card,South,0.2
1483,O156711,C00159,P0004,3,49.07,2025-06-07,Delivered,Credit Card,West,0.1
1484,O689054,C00318,P0005,2,46.3,2025-06-07,Delivered,Bank Transfer,West,0.05
1485,O559255,C00033,P0027,4,42.76,2025-06-07,Cancelled,Bank Transfer,South,0.1
1486,O170016,C00368,P0029,2,31.31,2025-06-07,Delivered,PayPal,Central,0
1487,O414111,C00192,P0027,5,29.64,2025-06-07,Delivered,Credit Card,South,0.05
1488,O140000,C00361,P0001,3,24.28,2025-06-07,Cancelled,Credit Card,West,0.2
1489,O165398,C00450,P0021,1,27.66,2025-06-07,Delivered,Credit Card,Central,0.1
1490,O788345,C00500,P0013,3,19.14,2025-06-07,Delivered,PayPal,Central,0.2
1491,O878285,C00188,P0021,4,37.65,2025-06-07,Delivered,Credit Card,East,0.2
1492,O431303,C00011,P0015,1,23.92,2025-06-07,Delivered,Credit Card,West,0.05
1493,O656468,C00186,P0004,5,28.82,2025-06-07,Delivered,Credit Card,North,0.05
1494,O744631,C00163,P0007,1,47.18,2025-06-07,Delivered,Credit Card,East,0.15
1495,O920466,C00233,P0013,2,11.6,2025-06-07,Delivered,Bank Transfer,East,0.05
1496,O813695,C00109,P0027,1,8.56,2025-06-07,Delivered,Credit Card,South,0.2
1497,O871423,C00273,P0010,5,19.6,2025-06-07,Delayed,Credit Card,East,0
1498,O557438,C00500,P0010,2,36.81,2025-06-07,Delayed,Credit Card,West,0
1499,O634163,C00461,P0022,2,16.77,2025-06-07,Delayed,Bank Transfer,North,0
1500,O465583,C00499,P0015,4,11.18,2025-06-07,Delayed,Credit Card,Central,0.15
1501,O159491,C00343,P0027,2,28.32,2025-06-07,Delivered,PayPal,South,0.1
1502,O714201,C00099,P0022,5,25.25,2025-06-07,Delivered,Credit Card,South,0.15
1503,O580736,C00362,P0009,3,20.27,2025-06-07,Delivered,Credit Card,South,0
1504,O737695,C00483,P0010,4,43.19,2025-06-07,Delivered,PayPal,East,0.1
1505,O184863,C00186,P0013,5,8.76,2025-06-07,Delayed,PayPal,North,0.05
1506,O704747,C00207,P0021,1,35.63,2025-06-07,Delivered,Bank Transfer,South,0
1507,O314803,C00428,P0003,3,26.41,2025-06-07,Delivered,Bank Transfer,Central,0.1
1508,O466713,C00078,P0003,1,28.26,2025-06-07,Cancelled,Bank Transfer,North,0.2
1509,O496843,C00228,P0019,4,31.31,2025-06-07,Cancelled,Bank Transfer,North,0.2
1510,O762667,C00421,P0028,2,19.38,2025-06-07,Delivered,Credit Card,North,0.15
1511,O770781,C00363,P0026,3,13.78,2025-06-07,Delivered,PayPal,North,0.15
1512,O218718,C00062,P0010,5,27.68,2025-06-07,Delivered,Bank Transfer,East,0
1513,O814031,C00386,P0004,5,37.0,2025-06-07,Cancelled,PayPal,Central,0.1
1514,O331546,C00491,P0006,2,36.51,2025-06-07,Delayed,Credit Card,East,0
1515,O306100,C00333,P0030,1,20.5,2025-06-07,Delayed,Bank Transfer,West,0.05
1516,O929044,C00450,P0007,3,22.96,2025-06-07,Delivered,Credit Card,Central,0.2
1517,O220675,C00321,P0016,4,22.0,2025-06-07,Cancelled,Credit Card,West,0.2
1519,O549871,C00240,P0007,5,49.62,2025-06-07,Delayed,Credit Card,West,0
1520,O207515,C00005,P0014,3,15.59,2025-06-07,Delayed,Credit Card,North,0.05
1521,O244644,C00118,P0009,5,30.45,2025-06-07,Delayed,Credit Card,Central,0.2
1522,O183265,C00051,P0030,3,48.9,2025-06-07,Cancelled,Bank Transfer,Central,0.2
1523,O305454,C00380,P0007,4,18.96,2025-06-07,Delivered,PayPal,North,0.1
1524,O706557,C00177,P0004,2,28.92,2025-06-07,Delayed,Credit Card,West,0.2
1525,O525080,C00145,P0012,1,24.31,2025-06-07,Delayed,Bank Transfer,West,0.05
1526,O589407,C00134,P0016,5,32.97,2025-06-07,Delivered,PayPal,South,0.2
1527,O260956,C00351,P0013,2,24.37,2025-06-07,Delayed,Bank Transfer,East,0.15
1528,O548487,C00117,P0024,2,31.18,2025-06-07,Delivered,PayPal,Central,0.2
1529,O827803,C00246,P0007,3,20.46,2025-06-07,Cancelled,Bank Transfer,Central,0
1530,O278565,C00453,P0006,1,9.49,2025-06-07,Delayed,Bank Transfer,South,0.1
1531,O368331,C00268,P0019,5,28.61,2025-06-07,Delayed,PayPal,North,0
1532,O999888,C00180,P0024,5,29.85,2025-06-07,Delayed,Credit Card,North,0
1533,O179563,C00451,P0022,4,24.1,2025-06-07,Delayed,Credit Card,Central,0.05
1534,O189058,C00417,P0028,3,15.52,2025-06-07,Delivered,PayPal,West,0
1535,O441468,C00290,P0004,1,49.45,2025-06-07,Delivered,Bank Transfer,Central,0.1
1536,O361211,C00363,P0017,2,27.98,2025-06-07,Cancelled,Bank Transfer,South,0.2
1537,O972075,C00385,P0020,3,48.95,2025-06-07,Delivered,Bank Transfer,North,0.05
1538,O425254,C00299,P0022,2,39.75,2025-06-07,Delayed,Bank Transfer,East,0.05
1539,O208488,C00108,P0015,5,48.34,2025-06-07,Cancelled,Credit Card,Central,0.05
1540,O656351,C00067,P0027,4,34.89,2025-06-07,Delayed,Bank Transfer,Central,0
1541,O535019,C00026,P0021,5,33.58,2025-06-07,Delayed,Credit Card,South,0.2
1542,O539282,C00329,P0003,1,12.3,2025-06-07,Delayed,Credit Card,South,0.15
1543,O478702,C00160,P0021,1,25.26,2025-06-07,Delayed,Credit Card,North,0
1544,O281217,C00126,P0009,2,46.73,2025-06-07,Delivered,Credit Card,West,0.1
1545,O901951,C00211,P0001,3,17.66,2025-06-07,Delivered,Bank Transfer,West,0.2
1546,O529086,C00449,P0027,2,14.79,2025-06-07,Cancelled,Credit Card,Central,0
1547,O675459,C00314,P0007,3,10.53,2025-06-07,Cancelled,Bank Transfer,Central,0
1548,O106347,C00169,P0030,3,12.35,2025-06-07,Delayed,Credit Card,West,0
1549,O580600,C00453,P0028,3,36.07,2025-06-07,Delayed,Credit Card,North,0.1
1550,O415494,C00325,P0006,2,18.13,2025-06-07,Delayed,PayPal,South,0.1
1551,O903878,C00138,P0030,3,19.75,2025-06-07,Delivered,Credit Card,West,0.05
1552,O990980,C00310,P0019,5,19.94,2025-06-07,Delivered,Credit Card,South,0.2
1553,O181058,C00087,P0029,5,16.7,2025-06-07,Delayed,Credit Card,Central,0
1554,O868518,C00157,P0010,2,26.02,2025-06-07,Delayed,Credit Card,South,0.05
1555,O199691,C00238,P0011,5,16.1,2025-06-07,Delivered,Credit Card,North,0.2
1556,O538559,C00069,P0006,2,43.09,2025-06-07,Delayed,PayPal,North,0.2
1557,O554623,C00211,P0002,2,45.67,2025-06-07,Delayed,Credit Card,West,0.15
1558,O281658,C00079,P0015,2,21.93,2025-06-07,Delivered,Bank Transfer,Central,0.05
1559,O774643,C00374,P0014,3,10.5,2025-06-07,Cancelled,PayPal,Central,0
1560,O822153,C00255,P0010,2,12.29,2025-06-07,Delivered,PayPal,North,0.1
1561,O229160,C00243,P0029,4,8.91,2025-06-07,Delivered,Credit Card,West,0.05
1562,O344216,C00418,P0009,1,38.52,2025-06-07,Delivered,Credit Card,North,0.1
1563,O793059,C00102,P0030,2,20.41,2025-06-07,Cancelled,PayPal,North,0.15
1564,O334065,C00447,P0014,5,19.67,2025-06-07,Delivered,Bank Transfer,South,0.15
1565,O367207,C00336,P0019,5,13.39,2025-06-07,Delivered,Credit Card,Central,0.1
1566,O207161,C00114,P0012,2,22.75,2025-06-07,Cancelled,Bank Transfer,East,0
1567,O188200,C00062,P0006,2,17.91,2025-06-07,Delayed,Credit Card,South,0.2
1568,O425784,C00441,P0012,5,14.66,2025-06-07,Cancelled,PayPal,West,0.05
1569,O389815,C00062,P0002,1,43.69,2025-06-07,Cancelled,Credit Card,East,0
1570,O388836,C00097,P0001,5,8.87,2025-06-07,Cancelled,Bank Transfer,South,0.1
1571,O455168,C00323,P0019,3,18.81,2025-06-07,Delayed,PayPal,South,0
1572,O602463,C00434,P0021,2,40.72,2025-06-07,Delivered,PayPal,North,0
1573,O895136,C00141,P0029,3,38.62,2025-06-07,Delayed,PayPal,South,0.1
1574,O600037,C00086,P0019,5,8.64,2025-06-07,Delayed,Bank Transfer,East,0.05
1575,O571034,C00447,P0027,5,12.05,2025-06-07,Delivered,Credit Card,South,0
1576,O675033,C00441,P0025,2,48.49,2025-06-07,Delivered,Credit Card,West,0
1577,O182687,C00473,P0009,5,39.44,2025-06-07,Cancelled,Credit Card,South,0.05
1578,O562105,C00111,P0011,5,25.84,2025-06-07,Cancelled,PayPal,South,0
1579,O850705,C00370,P0026,1,39.61,2025-06-07,Delivered,Credit Card,East,0.1
1580,O881717,C00331,P0012,3,9.23,2025-06-07,Delivered,PayPal,South,0
1581,O418718,C00261,P0014,2,11.98,2025-06-07,Cancelled,PayPal,East,0.05
1582,O136583,C00225,P0028,5,22.37,2025-06-07,Delivered,Bank Transfer,West,0
1583,O951100,C00166,P0024,1,18.14,2025-06-07,Delivered,Bank Transfer,East,0.2
1584,O662538,C00480,P0011,4,14.52,2025-06-07,Delivered,PayPal,Central,0.05
1585,O133034,C00352,P0024,5,39.74,2025-06-07,Delivered,Credit Card,South,0.2
1586,O427632,C00248,P0022,4,30.07,2025-06-07,Delayed,Bank Transfer,South,0
1587,O626435,C00265,P0006,1,9.23,2025-06-07,Cancelled,Credit Card,Central,0.05
1588,O248549,C00216,P0008,4,47.55,2025-06-07,Delayed,PayPal,Central,0.1
1589,O983263,C00034,P0013,3,8.83,2025-06-07,Cancelled,Bank Transfer,Central,0.1
1590,O804757,C00321,P0008,2,15.77,2025-06-07,Delayed,Credit Card,South,0.2
1591,O961508,C00201,P0021,4,38.15,2025-06-07,Delayed,PayPal,East,0
1592,O131701,C00312,P0021,3,23.26,2025-06-07,Delayed,PayPal,West,0.05
1593,O815292,C00114,P0003,5,36.95,2025-06-07,Delayed,PayPal,South,0.2
1594,O950094,C00202,P0027,2,38.47,2025-06-07,Delivered,Credit Card,South,0.2
1595,O409405,C00369,P0026,2,15.05,2025-06-07,Cancelled,Bank Transfer,Central,0.05
1596,O560618,C00168,P0026,4,9.28,2025-06-07,Delayed,Credit Card,North,0.15
1597,O688414,C00106,P0014,5,34.38,2025-06-07,Cancelled,Credit Card,North,0.15
1598,O997877,C00210,P0018,3,48.04,2025-06-07,Delivered,PayPal,West,0.05
1599,O239905,C00074,P0024,2,20.34,2025-06-07,Delayed,Credit Card,North,0
1600,O329463,C00387,P0011,3,24.83,2025-06-07,Delivered,Bank Transfer,West,0
1601,O175581,C00037,P0011,4,35.47,2025-06-07,Delayed,Credit Card,South,0.15
1602,O218238,C00175,P0022,4,23.22,2025-06-07,Delivered,Credit Card,North,0
1603,O398119,C00249,P0014,5,30.48,2025-06-07,Cancelled,PayPal,West,0
1604,O455787,C00029,P0023,4,19.78,2025-06-07,Delayed,Credit Card,West,0
1605,O758507,C00374,P0010,5,9.84,2025-06-07,Delivered,Credit Card,West,0.2
1606,O402997,C00392,P0010,4,10.13,2025-06-07,Delayed,Credit Card,West,0.15
1607,O227627,C00072,P0004,5,27.07,2025-06-07,Delayed,Credit Card,South,0.1
1608,O730314,C00175,P0016,2,29.08,2025-06-07,Delivered,Bank Transfer,West,0.1
1609,O142443,C00345,P0018,4,39.93,2025-06-07,Delayed,Credit Card,North,0
1610,O995201,C00404,P0013,4,18.59,2025-06-07,Delayed,Credit Card,North,0.2
1612,O286762,C00414,P0025,5,27.86,2025-06-07,Delivered,Credit Card,South,0
1613,O254335,C00318,P0010,1,19.09,2025-06-07,Delayed,Credit Card,Central,0.1
1614,O315630,C00178,P0020,5,26.58,2025-06-07,Delivered,Bank Transfer,North,0
1615,O259978,C00305,P0023,2,25.51,2025-06-07,Cancelled,Bank Transfer,West,0
1616,O524146,C00301,P0001,4,33.72,2025-06-07,Delivered,Credit Card,West,0.15
1617,O426988,C00294,P0018,5,26.53,2025-06-07,Delayed,Credit Card,Central,0.1
1618,O782692,C00118,P0017,2,12.11,2025-06-07,Delivered,PayPal,West,0
1619,O425469,C00364,P0001,5,12.27,2025-06-07,Cancelled,Credit Card,South,0.15
1620,O397944,C00328,P0004,1,49.41,2025-06-07,Delivered,Credit Card,East,0.05
1621,O664891,C00167,P0020,2,45.68,2025-06-07,Delayed,Bank Transfer,South,0.15
1622,O469319,C00061,P0009,3,32.8,2025-06-07,Delivered,Credit Card,Central,0
1623,O982890,C00261,P0014,3,24.83,2025-06-07,Cancelled,Bank Transfer,West,0.2
1624,O589461,C00082,P0010,3,19.67,2025-06-07,Cancelled,PayPal,East,0
1625,O962995,C00269,P0013,2,42.53,2025-06-07,Delayed,PayPal,East,0.05
1626,O170067,C00041,P0027,2,35.05,2025-06-07,Delivered,PayPal,West,0.15
1627,O130443,C00030,P0012,1,23.15,2025-06-07,Delayed,Credit Card,West,0.2
1628,O957285,C00225,P0021,3,46.18,2025-06-07,Delivered,Bank Transfer,Central,0
1629,O990779,C00356,P0008,1,38.43,2025-06-07,Delayed,Bank Transfer,East,0.2
1630,O356797,C00113,P0021,3,20.46,2025-06-07,Delivered,Bank Transfer,Central,0
1631,O609975,C00334,P0008,3,26.51,2025-06-07,Delayed,Credit Card,East,0.2
1632,O391456,C00351,P0001,4,11.29,2025-06-07,Delivered,Credit Card,East,0
1633,O206812,C00317,P0005,5,27.75,2025-06-07,Delayed,Credit Card,West,0
1634,O736616,C00486,P0024,3,23.07,2025-06-07,Delivered,Bank Transfer,East,0
1635,O533529,C00255,P0020,2,24.8,2025-06-07,Delivered,Credit Card,South,0.2
1636,O165922,C00352,P0020,2,32.71,2025-06-07,Delivered,Credit Card,Central,0
1637,O935984,C00256,P0028,3,48.28,2025-06-07,Cancelled,PayPal,Central,0.05
1638,O476234,C00292,P0015,2,32.35,2025-06-07,Cancelled,Credit Card,West,0.1
1639,O608997,C00296,P0023,2,9.64,2025-06-07,Delivered,PayPal,North,0.2
1640,O301425,C00146,P0012,1,12.32,2025-06-07,Delayed,Bank Transfer,North,0.15
1641,O978547,C00441,P0002,3,19.06,2025-06-07,Delayed,Credit Card,Central,0.1
1642,O116663,C00184,P0018,3,42.31,2025-06-07,Delayed,Credit Card,Central,0.15
1643,O109814,C00451,P0005,5,41.96,2025-06-07,Delayed,PayPal,Central,0.05
1644,O513691,C00491,P0028,2,9.87,2025-06-07,Delivered,Bank Transfer,West,0.15
1645,O862059,C00286,P0011,4,13.24,2025-06-07,Delayed,Credit Card,North,0.1
1646,O840627,C00175,P0023,2,40.51,2025-06-07,Delivered,Credit Card,North,0.15
1647,O318597,C00165,P0018,3,15.73,2025-06-07,Delayed,Credit Card,North,0
1648,O675518,C00467,P0020,4,44.75,2025-06-07,Delayed,Credit Card,North,0.2
1649,O759220,C00095,P0027,4,38.07,2025-06-07,Delayed,Bank Transfer,South,0
1650,O320987,C00021,P0017,2,36.57,2025-06-07,Delayed,Credit Card,West,0
1652,O345174,C00356,P0007,3,41.82,2025-06-07,Cancelled,Credit Card,North,0
1653,O121860,C00137,P0003,4,35.95,2025-06-07,Delivered,Credit Card,South,0.1
1654,O485007,C00014,P0005,1,17.69,2025-06-07,Delayed,Credit Card,East,0
1655,O565018,C00005,P0027,4,9.84,2025-06-07,Cancelled,Bank Transfer,West,0
1656,O476037,C00368,P0025,2,19.84,2025-06-07,Cancelled,Bank Transfer,West,0
1657,O530888,C00193,P0023,5,30.56,2025-06-07,Delivered,Credit Card,West,0
1658,O659952,C00212,P0017,5,29.34,2025-06-07,Delayed,Bank Transfer,East,0
1659,O512516,C00185,P0011,3,28.93,2025-06-07,Delayed,PayPal,West,0
1660,O921260,C00074,P0014,5,43.24,2025-06-07,Cancelled,Bank Transfer,Central,0.05
1661,O129008,C00223,P0007,5,23.11,2025-06-07,Delayed,PayPal,South,0.1
1662,O882299,C00440,P0015,4,22.61,2025-06-07,Cancelled,Credit Card,Central,0.05
1663,O137720,C00034,P0018,4,22.01,2025-06-07,Delayed,Credit Card,West,0.2
1664,O293726,C00163,P0013,5,49.96,2025-06-07,Delivered,Bank Transfer,East,0.2
1665,O962974,C00428,P0030,1,9.95,2025-06-07,Delayed,PayPal,South,0.15
1666,O766149,C00389,P0007,4,38.15,2025-06-07,Delivered,PayPal,North,0.2
1667,O910292,C00133,P0015,4,36.82,2025-06-07,Delayed,Credit Card,West,0
1668,O514215,C00065,P0023,4,12.17,2025-06-07,Delivered,PayPal,Central,0.05
1669,O568525,C00217,P0024,2,14.45,2025-06-07,Delayed,Bank Transfer,West,0.05
1670,O797030,C00495,P0026,1,14.96,2025-06-07,Delayed,PayPal,South,0.15
1671,O147468,C00038,P0026,2,45.78,2025-06-07,Cancelled,PayPal,Central,0.15
1672,O940954,C00498,P0011,5,18.61,2025-06-07,Delayed,Bank Transfer,Central,0
1673,O514358,C00288,P0027,1,41.71,2025-06-07,Delivered,PayPal,South,0.2
1674,O804964,C00479,P0020,2,48.35,2025-06-07,Delayed,PayPal,East,0.1
1675,O362527,C00377,P0023,2,22.8,2025-06-07,Cancelled,Bank Transfer,West,0.2
1676,O223845,C00225,P0029,1,35.84,2025-06-07,Delayed,Credit Card,East,0
1677,O553852,C00461,P0015,3,16.72,2025-06-07,Cancelled,PayPal,Central,0
1678,O703890,C00449,P0017,4,19.01,2025-06-07,Delivered,Credit Card,Central,0
1679,O708037,C00440,P0028,3,12.5,2025-06-07,Delayed,PayPal,South,0
1680,O710922,C00248,P0025,5,14.82,2025-06-07,Delayed,PayPal,East,0
1681,O269653,C00031,P0025,2,41.57,2025-06-07,Delivered,Credit Card,South,0
1682,O710783,C00330,P0024,4,39.07,2025-06-07,Delayed,Credit Card,West,0.2
1683,O222096,C00190,P0013,5,42.86,2025-06-07,Delayed,Credit Card,East,0
1684,O786967,C00104,P0003,3,46.55,2025-06-07,Delayed,Bank Transfer,Central,0.1
1685,O462734,C00393,P0028,5,40.99,2025-06-07,Delayed,PayPal,West,0.05
1686,O252213,C00378,P0016,1,16.68,2025-06-07,Delivered,Credit Card,North,0.2
1687,O133884,C00054,P0020,5,29.67,2025-06-07,Cancelled,Credit Card,West,0.05
1688,O722032,C00328,P0030,2,48.57,2025-06-07,Cancelled,Credit Card,North,0.1
1689,O397641,C00091,P0024,4,37.02,2025-06-07,Delivered,PayPal,East,0.15
1690,O481773,C00491,P0010,3,41.82,2025-06-07,Cancelled,PayPal,West,0.2
1691,O161749,C00428,P0018,2,46.77,2025-06-07,Delivered,Credit Card,North,0.15
1692,O530077,C00334,P0028,4,36.23,2025-06-07,Delayed,Bank Transfer,Central,0.2
1693,O585040,C00025,P0023,4,46.64,2025-06-07,Cancelled,Credit Card,East,0
1694,O188230,C00039,P0022,5,14.63,2025-06-07,Delayed,Bank Transfer,West,0.2
1695,O534857,C00292,P0013,1,34.24,2025-06-07,Delayed,Credit Card,East,0.05
1696,O687422,C00409,P0023,3,10.77,2025-06-07,Cancelled,Credit Card,South,0.15
1697,O202350,C00417,P0013,5,43.54,2025-06-07,Delayed,Credit Card,South,0.15
1698,O931817,C00021,P0027,3,44.39,2025-06-07,Cancelled,Bank Transfer,Central,0
1699,O590922,C00163,P0022,1,48.41,2025-06-07,Delayed,Credit Card,Central,0
1700,O237940,C00466,P0021,1,33.01,2025-06-07,Delayed,Credit Card,South,0.2
1701,O926281,C00029,P0025,3,14.6,2025-06-07,Delivered,Bank Transfer,East,0.2
1702,O380263,C00158,P0015,2,38.09,2025-06-07,Delivered,Bank Transfer,South,0
1703,O941244,C00359,P0012,5,14.0,2025-06-07,Delayed,Credit Card,North,0.05
1704,O201571,C00244,P0007,2,43.46,2025-06-07,Delivered,Bank Transfer,East,0.1
1705,O889247,C00486,P0005,4,16.2,2025-06-07,Delayed,PayPal,East,0.1
1706,O855576,C00365,P0027,3,44.79,2025-06-07,Delivered,Credit Card,East,0.2
1708,O946144,C00423,P0030,4,25.17,2025-06-07,Delayed,Bank Transfer,North,0.15
1709,O534466,C00161,P0011,2,46.19,2025-06-07,Delayed,Bank Transfer,East,0.05
1710,O554340,C00490,P0003,1,46.53,2025-06-07,Delivered,Credit Card,North,0.2
1711,O581851,C00246,P0027,1,45.44,2025-06-07,Delivered,Credit Card,East,0.1
1713,O774628,C00087,P0019,4,9.76,2025-06-07,Delivered,Bank Transfer,South,0.15
1714,O557323,C00344,P0009,5,30.05,2025-06-07,Delivered,Credit Card,North,0.2
1715,O797259,C00107,P0023,3,18.79,2025-06-07,Cancelled,Bank Transfer,Central,0.15
1717,O816249,C00099,P0028,1,8.57,2025-06-07,Delayed,PayPal,East,0.05
1718,O850716,C00234,P0008,2,45.75,2025-06-07,Delayed,Credit Card,South,0
1719,O167371,C00280,P0018,1,33.51,2025-06-07,Delayed,Credit Card,Central,0.2
1720,O847845,C00158,P0004,3,16.92,2025-06-07,Delivered,Credit Card,Central,0
1721,O819734,C00016,P0019,2,14.41,2025-06-07,Delayed,Credit Card,South,0.15
1722,O518040,C00077,P0014,2,27.52,2025-06-07,Cancelled,Credit Card,West,0.1
1723,O312239,C00180,P0030,5,37.86,2025-06-07,Delayed,Bank Transfer,West,0.05
1724,O154379,C00430,P0025,1,46.82,2025-06-07,Delivered,Credit Card,Central,0.15
1725,O639608,C00410,P0024,5,49.01,2025-06-07,Cancelled,Credit Card,North,0.1
1726,O190514,C00206,P0027,5,12.92,2025-06-07,Delivered,Credit Card,North,0
1727,O638698,C00208,P0025,1,19.22,2025-06-07,Delivered,PayPal,East,0.2
1728,O330919,C00008,P0015,5,29.47,2025-06-07,Delayed,Credit Card,East,0.2
1729,O623630,C00222,P0006,4,23.45,2025-06-07,Delayed,Credit Card,North,0.1
1730,O846675,C00069,P0015,4,13.0,2025-06-07,Delayed,Credit Card,South,0.1
1731,O870050,C00204,P0008,5,26.99,2025-06-07,Delivered,Credit Card,West,0
1732,O637955,C00381,P0007,4,40.18,2025-06-07,Delivered,Credit Card,Central,0.2
1733,O980231,C00454,P0008,1,42.05,2025-06-07,Delayed,Credit Card,Central,0
1734,O989155,C00049,P0019,5,27.7,2025-06-07,Delayed,PayPal,Central,0
